"table","id","type","display_name","stars","name_id","description_id","dlc_flag","race_lock","model","buy","sell","tp","stp"
"costume_top_item.idb","436","0x0","3rd Festival Uniform (Universe 7, Gold)","5","0x1b7","0x1b7","0x38","0xff","1796","0","0","30000","30000"
"costume_top_item.idb","437","0x0","3rd Festival Uniform (Universe 7, Silver)","5","0x1b8","0x1b8","0x38","0xff","1797","0","0","20000","20000"
"costume_top_item.idb","438","0x0","3rd Festival Uniform (Universe 7, Bronze)","5","0x1b9","0x1b9","0x38","0xff","1798","0","0","10000","10000"
"costume_top_item.idb","439","0x0","4th Festival Uniform (Universe 7)","5","0x1ba","0x1ba","0x3a","0xff","1805","0","0","3000","3000"
"costume_top_item.idb","440","0x0","4th Festival Uniform (Universe 7, Gold)","5","0x1bb","0x1bb","0x3a","0xff","1806","0","0","30000","30000"
"costume_top_item.idb","441","0x0","4th Festival Uniform (Universe 7, Silver)","5","0x1bc","0x1bc","0x3a","0xff","1807","0","0","20000","20000"
"costume_top_item.idb","442","0x0","4th Festival Uniform (Universe 7, Bronze)","5","0x1bd","0x1bd","0x3a","0xff","1808","0","0","10000","10000"
"costume_top_item.idb","443","0x0","3rd Festival Uniform (Universe 11)","5","0x1be","0x1be","0x38","0xff","1845","0","0","3000","3000"
"costume_top_item.idb","444","0x0","3rd Festival Uniform (Universe 11, Gold)","5","0x1bf","0x1bf","0x38","0xff","1846","0","0","30000","30000"
"costume_top_item.idb","445","0x0","3rd Festival Uniform (Universe 11, Silver)","5","0x1c0","0x1c0","0x38","0xff","1847","0","0","20000","20000"
"costume_top_item.idb","446","0x0","3rd Festival Uniform (Universe 11, Bronze)","5","0x1c1","0x1c1","0x38","0xff","1848","0","0","10000","10000"
"costume_top_item.idb","447","0x0","4th Festival Uniform (Universe 11)","5","0x1c2","0x1c2","0x3a","0xff","1855","0","0","3000","3000"
"costume_top_item.idb","448","0x0","4th Festival Uniform (Universe 11, Gold)","5","0x1c3","0x1c3","0x3a","0xff","1856","0","0","30000","30000"
"costume_top_item.idb","449","0x0","4th Festival Uniform (Universe 11, Silver)","5","0x1c4","0x1c4","0x3a","0xff","1857","0","0","20000","20000"
"costume_top_item.idb","450","0x0","4th Festival Uniform (Universe 11, Bronze)","5","0x1c5","0x1c5","0x3a","0xff","1858","0","0","10000","10000"
"costume_top_item.idb","451","0x0","Orange Piccolo's Clothes","5","0x1c6","0x1c6","0x37","0xff","1400","0","50000","0","0"
"costume_top_item.idb","452","0x0","Videl (DB Super)'s Clothes","5","0x1c7","0x1c7","0x37","0xff","1401","0","50000","0","0"
"costume_top_item.idb","453","0x0","Beelzebub's Clothes","5","0x1c8","0x1c8","0x38","0xff","1402","0","0","0","0"
"costume_top_item.idb","454","0x0","Beelzebub T-Shirt","5","0x1c9","0x1c9","0x38","0xff","1531","0","0","0","0"
"costume_top_item.idb","455","0x4","Pan's Clothes (Custom)","3","0x1ca","0x1ca","0x3a","0xff","1333","0","15000","100","100"
"costume_top_item.idb","456","0x4","Wild Rider Suit (Custom)","3","0x1cb","0x1cb","0x3a","0xff","1334","0","15000","100","100"
"costume_top_item.idb","457","0x4","Bojack's Clothes (Custom)","4","0x1cc","0x1cc","0x3a","0xff","1335","0","25000","100","100"
"costume_top_item.idb","458","0x4","Android 15's Clothes (Custom)","3","0x1cd","0x1cd","0x3a","0xff","1336","0","15000","100","100"
"costume_top_item.idb","459","0x4","Bulma (DB Super)'s Clothes (Custom)","5","0x1ce","0x1ce","0x3a","0xff","1337","0","50000","300","300"
"costume_top_item.idb","460","0x4","Goku's Jacket (Custom)","3","0x1cf","0x1cf","0x3a","0xff","1330","0","0","100","100"
"costume_top_item.idb","461","0x0","Belmod's Clothes","5","0x1d0","0x1d0","0x39","0xff","1406","0","50000","0","0"
"costume_top_item.idb","462","0x0","Goku (Mini)'s Gi","5","0x1d1","0x1d1","0x39","0xff","1407","0","50000","0","0"
"costume_top_item.idb","464","0x0","5th Festival Uniform (Universe 6)","5","0x1d3","0x1d3","0x3c","0xff","1765","0","0","3000","3000"
"costume_top_item.idb","465","0x0","5th Festival Uniform (Universe 6, Gold)","5","0x1d4","0x1d4","0x3c","0xff","1766","0","0","30000","30000"
"costume_top_item.idb","466","0x0","5th Festival Uniform (Universe 6, Silver)","5","0x1d5","0x1d5","0x3c","0xff","1767","0","0","20000","20000"
"costume_top_item.idb","467","0x0","5th Festival Uniform (Universe 6, Bronze)","5","0x1d6","0x1d6","0x3c","0xff","1768","0","0","10000","10000"
"costume_top_item.idb","468","0x0","5th Festival Uniform (Universe 7)","5","0x1d7","0x1d7","0x3c","0xff","1815","0","0","3000","3000"
"costume_top_item.idb","469","0x0","5th Festival Uniform (Universe 7, Gold)","5","0x1d8","0x1d8","0x3c","0xff","1816","0","0","30000","30000"
"costume_top_item.idb","470","0x0","5th Festival Uniform (Universe 7, Silver)","5","0x1d9","0x1d9","0x3c","0xff","1817","0","0","20000","20000"
"costume_top_item.idb","471","0x0","5th Festival Uniform (Universe 7, Bronze)","5","0x1da","0x1da","0x3c","0xff","1818","0","0","10000","10000"
"costume_top_item.idb","472","0x0","5th Festival Uniform (Universe 11)","5","0x1db","0x1db","0x3c","0xff","1865","0","0","3000","3000"
"costume_top_item.idb","473","0x0","5th Festival Uniform (Universe 11, Gold)","5","0x1dc","0x1dc","0x3c","0xff","1866","0","0","30000","30000"
"costume_top_item.idb","474","0x0","5th Festival Uniform (Universe 11, Silver)","5","0x1dd","0x1dd","0x3c","0xff","1867","0","0","20000","20000"
"costume_top_item.idb","475","0x0","5th Festival Uniform (Universe 11, Bronze)","5","0x1de","0x1de","0x3c","0xff","1868","0","0","10000","10000"
"costume_top_item.idb","478","0x0","Broken Battle Suit (Frieza Saga Vegeta)","5","0x1e1","0x1e1","0x3c","0xff","1405","0","50000","300","300"
"costume_top_item.idb","479","0x0","Glorio's Clothes","5","0x1e2","0x1e2","0x3b","0xff","1409","0","50000","0","0"
"costume_top_item.idb","480","0x0","Panzy's Clothes","5","0x1e3","0x1e3","0x3b","0xff","1410","0","50000","0","0"
"costume_top_item.idb","481","0x0","SS4 Goku (DAIMA) Suit","5","0x1e4","0x1e4","0x3b","0xff","1411","0","50000","0","0"
"costume_top_item.idb","482","0x0","SS3 Vegeta (DAIMA) Battle Suit","5","0x1e5","0x1e5","0x3b","0xff","1412","0","50000","0","0"
"costume_top_item.idb","483","0x4","Chi-Chi Costume (Custom)","3","0x1e6","0x1e6","0x3c","0x8a","1342","0","15000","0","0"
"costume_top_item.idb","484","0x4","Angol's Clothes (Custom)","3","0x1e7","0x1e7","0x3c","0xff","1346","0","15000","100","100"
"costume_top_item.idb","485","0x4","Ribrianne's Clothes (Custom)","5","0x1e8","0x1e8","0x3c","0x8a","1347","0","0","0","0"
"costume_top_item.idb","486","0x4","Santa Costume (Custom)","3","0x1e9","0x1e9","0x3c","0xff","1348","0","15000","0","0"
"costume_top_item.idb","487","0x4","Kakunsa's Clothes (Custom)","4","0x1ea","0x1ea","0x3c","0xff","1350","0","0","0","0"
"costume_top_item.idb","488","0x4","Rozie's Clothes (Custom)","4","0x1eb","0x1eb","0x3c","0xff","1351","0","0","0","0"
"costume_top_item.idb","489","0x4","Bulma (Kid)'s Clothes (Custom)","5","0x1ec","0x1ec","0x3c","0x8a","1352","0","50000","0","300"
"costume_top_item.idb","490","0x0","Goku (Super Saiyan God) T-Shirt","5","0x1ed","0x1ed","0x3c","0xff","1532","0","0","0","0"
"costume_top_item.idb","491","0x0","Gamma 1 T-Shirt","5","0x1ee","0x1ee","0x3c","0xff","1534","0","0","0","0"
"costume_top_item.idb","492","0x0","Gamma 2 T-Shirt","5","0x1ef","0x1ef","0x3c","0xff","1535","0","0","0","0"
"costume_top_item.idb","494","0x0","Videl (DB Super) T-Shirt","5","0x1f1","0x1f1","0x3c","0xff","1533","0","0","0","0"
"costume_top_item.idb","495","0x0","Golden Frieza Suit","5","0x1f2","0x1f2","0x3d","0xff","1414","0","50000","0","0"
"costume_top_item.idb","496","0x0","Cheelai's Coat","5","0x1f3","0x1f3","0x3d","0xff","1415","0","50000","0","0"
"costume_top_item.idb","497","0x0","Spopovich's Clothes","5","0x1f4","0x1f4","0x3e","0xff","1403","0","50000","300","300"
"costume_top_item.idb","498","0x4","Gohan's High School Clothes (Custom)","3","0x1f5","0x1f5","0x3e","0xff","1353","0","0","0","0"
"costume_top_item.idb","499","0x4","Karinga Tribe Costume (Custom)","3","0x1f6","0x1f6","0x3e","0xff","1354","0","15000","100","100"
"costume_top_item.idb","500","0x4","GT Trunks's Clothes (Custom)","3","0x1f7","0x1f7","0x3e","0xff","1355","0","15000","0","100"
"costume_top_item.idb","501","0x4","General Blue Costume (Custom)","3","0x1f8","0x1f8","0x3e","0xff","1356","0","15000","0","0"
"costume_top_item.idb","502","0x4","Vegeta's Normal Clothes (Custom)","3","0x1f9","0x1f9","0x3e","0xff","1357","0","0","0","0"
"costume_top_item.idb","503","0x4","Goku's Damaged Turtle Hermit Gi (Custom)","3","0x1fa","0x1fa","0x3e","0xff","1358","0","0","0","0"
"costume_top_item.idb","504","0x4","Zangya's Clothes (Custom)","3","0x1fb","0x1fb","0x3e","0x8a","1359","0","15000","0","0"
"costume_top_item.idb","505","0x0","6th Festival Uniform (Universe 6)","5","0x1fc","0x1fc","0x3e","0xff","1730","0","0","0","0"
"costume_top_item.idb","506","0x0","6th Festival Uniform (Universe 6, Gold)","5","0x1fd","0x1fd","0x3e","0xff","1731","0","0","0","0"
"costume_top_item.idb","507","0x0","6th Festival Uniform (Universe 6, Silver)","5","0x1fe","0x1fe","0x3e","0xff","1732","0","0","0","0"
"costume_top_item.idb","508","0x0","6th Festival Uniform (Universe 6, Bronze)","5","0x1ff","0x1ff","0x3e","0xff","1733","0","0","0","0"
"costume_top_item.idb","509","0x0","6th Festival Uniform (Universe 7)","5","0x200","0x200","0x3e","0xff","1780","0","0","0","0"
"costume_top_item.idb","510","0x0","6th Festival Uniform (Universe 7, Gold)","5","0x201","0x201","0x3e","0xff","1781","0","0","0","0"
"costume_top_item.idb","511","0x0","6th Festival Uniform (Universe 7, Silver)","5","0x202","0x202","0x3e","0xff","1782","0","0","0","0"
"costume_top_item.idb","512","0x0","6th Festival Uniform (Universe 7, Bronze)","5","0x203","0x203","0x3e","0xff","1783","0","0","0","0"
"costume_top_item.idb","513","0x0","6th Festival Uniform (Universe 11)","5","0x204","0x204","0x3e","0xff","1830","0","0","0","0"
"costume_top_item.idb","514","0x0","6th Festival Uniform (Universe 11, Gold)","5","0x205","0x205","0x3e","0xff","1831","0","0","0","0"
"costume_top_item.idb","515","0x0","6th Festival Uniform (Universe 11, Silver)","5","0x206","0x206","0x3e","0xff","1832","0","0","0","0"
"costume_top_item.idb","516","0x0","6th Festival Uniform (Universe 11, Bronze)","5","0x207","0x207","0x3e","0xff","1833","0","0","0","0"
"costume_top_item.idb","517","0x0","Gogeta (DB Super) T-Shirt","5","0x208","0x208","0x3e","0xff","1536","0","0","0","0"
"costume_top_item.idb","518","0x0","Ribrianne T-Shirt","5","0x209","0x209","0x3e","0xff","1537","0","0","0","0"
"costume_top_item.idb","519","0x0","Gohan (Beast) T-Shirt","5","0x20a","0x20a","0x3e","0xff","1538","0","0","0","0"
"costume_top_item.idb","520","0x0","XENOVERSE 10th Anniversary Festival Uniform (Universe 6)","5","0x20b","0x20b","0x3e","0xff","1875","0","0","0","0"
"costume_top_item.idb","521","0x0","XENOVERSE 10th Anniversary Festival Uniform (Universe 7)","5","0x20c","0x20c","0x3e","0xff","1876","0","0","0","0"
"costume_top_item.idb","522","0x0","XENOVERSE 10th Anniversary Festival Uniform (Universe 11)","5","0x20d","0x20d","0x3e","0xff","1877","0","0","0","0"
"costume_top_item.idb","523","0x0","XENOVERSE 10th Anniversary Festival Uniform (Gold)","5","0x20e","0x20e","0x3e","0xff","1878","0","0","0","0"
"costume_top_item.idb","524","0x0","XENOVERSE 10th Anniversary Festival Uniform (Silver)","5","0x20f","0x20f","0x3e","0xff","1879","0","0","0","0"
"costume_top_item.idb","525","0x0","XENOVERSE 10th Anniversary Festival Uniform (Bronze)","5","0x210","0x210","0x3e","0xff","1880","0","0","0","0"
"costume_top_item.idb","526","0x0","XENOVERSE 10th Anniversary Commemorative T-shirt 1","5","0x211","0x211","0x3e","0xff","1539","0","0","0","0"
"costume_top_item.idb","527","0x0","XENOVERSE 10th Anniversary Commemorative T-shirt 2","5","0x212","0x212","0x3e","0xff","1540","0","50000","0","0"
"costume_top_item.idb","528","0x0","XENOVERSE 10th Anniversary Commemorative T-shirt 3","5","0x213","0x213","0x3e","0xff","1541","0","0","0","0"
"costume_top_item.idb","550","0x0","Battle Armor (Cell Saga Vegeta)","5","0x214","0x214","0x5","0x5","968","0","1000","5","10"
"costume_top_item.idb","551","0x4","Battle Armor (Cell Saga Vegeta)","5","0x215","0x215","0x5","0x5","969","0","1000","5","10"
"costume_top_item.idb","552","0x0","Battle Armor (Cell Saga Goku)","5","0x216","0x216","0x5","0x5","977","0","1000","5","10"
"costume_top_item.idb","553","0x0","Future Gohan's Gi","5","0x217","0x217","0x5","0x5","980","0","1000","5","10"
"costume_top_item.idb","554","0x0","Yurin's Gi","5","0x218","0x218","0x5","0x8a","968","0","1000","5","10"
"extra_item.idb","1","0x0","Dragon Ball (One-Star)","5","0x0","0x0","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","2","0x0","Dragon Ball (Two-Star)","5","0x1","0x1","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","3","0x0","Dragon Ball (Three-Star)","5","0x2","0x2","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","4","0x0","Dragon Ball (Four-Star)","5","0x3","0x3","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","5","0x0","Dragon Ball (Five-Star)","5","0x4","0x4","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","6","0x0","Dragon Ball (Six-Star)","5","0x5","0x5","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","7","0x0","Dragon Ball (Seven-Star)","5","0x6","0x6","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","8","0x0","Distorted Time Egg 1","5","0x7","0x7","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","9","0x0","Distorted Time Egg 2","5","0x8","0x8","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","10","0x0","Distorted Time Egg 3","5","0x9","0x9","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","11","0x0","Distorted Time Egg 4","5","0xa","0xb","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","12","0x0","Distorted Time Egg 5","5","0xb","0xa","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","13","0x3a","Customization Key (SS4 Goku)","5","0xc","0xc","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","14","0x3a","Customization Key (SS4 Vegeta)","5","0xd","0xd","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","15","0x3a","Customization Key (Trunks)","5","0xe","0xe","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","16","0x3a","Customization Key (SSB Vegito)","5","0xf","0xf","0x8","0x0","0","0","0","0","0"
"extra_item.idb","17","0x3a","Customization Key (SSB Gogeta)","5","0x10","0x10","0x1f","0x0","0","0","0","0","0"
"extra_item.idb","18","0x3a","Customization Key (Tapion)","5","0x11","0x11","0x16","0x0","0","0","0","0","0"
"extra_item.idb","19","0x3a","Customization Key (SSR Goku Black)","5","0x12","0x12","0x7","0x0","0","0","0","0","0"
"extra_item.idb","20","0x3a","Customization Key (Android 17)","5","0x13","0x13","0x17","0x0","0","0","0","0","0"
"extra_item.idb","21","0x3a","Customization Key (Super Janemba)","5","0x14","0x14","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","22","0x3a","Customization Key (DBS Broly)","5","0x15","0x15","0x1f","0x0","0","0","0","0","0"
"extra_item.idb","23","0x3a","Customization Key (GT Goku)","5","0x16","0x16","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","24","0x3a","Customization Key (Omega Shenron)","5","0x17","0x17","0xffff","0x0","0","0","0","0","0"
"extra_item.idb","25","0x3a","Customization Key (Super Buu Gohan Absorbed)","5","0x18","0x18","0x16","0x0","0","0","0","0","0"
"extra_item.idb","26","0x3a","Customization Key (Jiren)","5","0x19","0x19","0x17","0x0","0","0","0","0","0"
"extra_item.idb","27","0x3a","Customization Key (Kefla)","5","0x1a","0x1a","0x1e","0x0","0","0","0","0","0"
"extra_item.idb","31","0x3a","Customization Key (SSG Goku)","5","0x1e","0x1e","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","32","0x3a","Customization Key (SS4 Gogeta)","5","0x1f","0x1f","0x1d","0x0","0","0","0","0","0"
"extra_item.idb","33","0x3a","Customization Key (SSG Vegeta)","5","0x20","0x20","0x23","0x0","0","0","0","0","0"
"extra_item.idb","34","0x3a","Customization Key (Super Baby Vegeta 2)","5","0x21","0x21","0x1e","0x0","0","0","0","0","0"
"extra_item.idb","35","0x3a","Customization Key (Goku Black)","5","0x22","0x22","0x0","0x0","0","0","0","0","0"
"extra_item.idb","36","0x42","Capsule 560","5","0x23","0x23","0x38","0x0","0","0","0","0","0"
"extra_item.idb","91","0x3a","Customization Key (SSB Goku)","5","0x24","0x24","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","92","0x3a","Customization Key (SSB Vegeta)","5","0x25","0x25","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","93","0x3a","Customization Key (Supreme Kai)","5","0x26","0x26","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","94","0x3a","Customization Key (Super 17)","5","0x27","0x27","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","95","0x3a","Customization Key (Caulifla)","5","0x28","0x28","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","96","0x3a","Customization Key (Android 21)","5","0x29","0x29","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","97","0x3a","Customization Key (Gamma 1)","5","0x2a","0x2a","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","98","0x3a","Customization Key (Gamma 2)","5","0x2b","0x2b","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","99","0x3a","Customization Key (Ultra Ego Vegeta)","5","0x2c","0x2c","0x1d","0x0","0","0","0","0","10"
"extra_item.idb","100","0x3a","Customization Key (Ultra Instinct Goku)","5","0x2d","0x2d","0x1d","0x0","0","0","0","0","10"
"gallery_item.idb","0","0x1","","5","0x0","0x0","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","1","0x1","","5","0x1","0x1","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","2","0x1","","5","0x2","0x2","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","3","0x1","","5","0x3","0x3","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","4","0x1","","5","0x4","0x4","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","5","0x1","","5","0x5","0x5","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","6","0x1","","5","0x6","0x6","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","7","0x1","","5","0x7","0x7","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","8","0x1","","5","0x8","0x8","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","9","0x1","","5","0x9","0x9","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","10","0x1","","5","0xa","0xa","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","11","0x1","","5","0xb","0xb","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","12","0x1","","5","0xc","0xc","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","13","0x1","","5","0xd","0xd","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","14","0x1","","5","0xe","0xe","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","15","0x1","","5","0xf","0xf","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","16","0x1","","5","0x10","0x10","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","17","0x1","","5","0x11","0x11","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","18","0x1","","5","0x12","0x12","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","19","0x1","","5","0x13","0x13","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","20","0x1","","5","0x14","0x14","0xffff","0x0","0","0","0","300","300"
"gallery_item.idb","21","0x1","","5","0x15","0x15","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","22","0x1","","5","0x16","0x16","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","23","0x1","","5","0x17","0x17","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","24","0x1","","5","0x18","0x18","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","25","0x1","","5","0x19","0x19","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","26","0x2","","4","0x1a","0x1a","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","27","0x2","","4","0x1b","0x1b","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","28","0x2","","4","0x1c","0x1c","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","29","0x2","","4","0x1d","0x1d","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","30","0x2","","3","0x1e","0x1e","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","31","0x2","","3","0x1f","0x1f","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","32","0x2","","3","0x20","0x20","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","33","0x2","","3","0x21","0x21","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","34","0x2","","3","0x22","0x22","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","35","0x2","","3","0x23","0x23","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","36","0x2","","3","0x24","0x24","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","37","0x2","","3","0x25","0x25","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","38","0x2","","3","0x26","0x26","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","39","0x2","","3","0x27","0x27","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","40","0x2","","3","0x28","0x28","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","41","0x2","","3","0x29","0x29","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","42","0x2","","3","0x2a","0x2a","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","43","0x2","","3","0x2b","0x2b","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","44","0x2","","3","0x2c","0x2c","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","45","0x2","","3","0x2d","0x2d","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","46","0x2","","3","0x2e","0x2e","0xffff","0x0","0","0","0","100","100"
"gallery_item.idb","47","0x2","","3","0x2f","0x2f","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","48","0x2","","3","0x30","0x30","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","49","0x2","","3","0x31","0x31","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","50","0x2","","4","0x32","0x32","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","51","0x2","","4","0x33","0x33","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","52","0x2","","4","0x34","0x34","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","53","0x2","","4","0x35","0x35","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","54","0x2","","4","0x36","0x36","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","55","0x2","","4","0x37","0x37","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","56","0x2","","4","0x38","0x38","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","57","0x2","","4","0x39","0x39","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","58","0x2","","4","0x3a","0x3a","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","59","0x2","","4","0x3b","0x3b","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","60","0x2","","4","0x3c","0x3c","0xffff","0x0","0","0","0","150","150"
"gallery_item.idb","61","0x2","","4","0x3d","0x3d","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","62","0x2","","4","0x3e","0x3e","0xffff","0x0","0","0","0","150","150"
"gallery_item.idb","63","0x2","","4","0x3f","0x3f","0xffff","0x0","0","0","0","150","150"
"gallery_item.idb","64","0x2","","4","0x40","0x40","0xffff","0x0","0","0","0","150","150"
"gallery_item.idb","65","0x2","","4","0x41","0x41","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","66","0x2","","4","0x42","0x42","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","67","0x2","","4","0x43","0x43","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","68","0x2","","4","0x44","0x44","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","69","0x2","","4","0x45","0x45","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","70","0x2","","4","0x46","0x46","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","71","0x2","","4","0x47","0x47","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","72","0x2","","4","0x48","0x48","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","73","0x2","","4","0x49","0x49","0xffff","0x0","0","0","0","0","0"
"gallery_item.idb","74","0x1","","5","0x4a","0x4a","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","75","0x1","","5","0x4b","0x4b","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","76","0x1","","5","0x4c","0x4c","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","77","0x1","","5","0x4d","0x4d","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","78","0x1","","5","0x4e","0x4e","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","79","0x1","","5","0x4f","0x4f","0xffff","0x0","0","0","0","200","200"
"gallery_item.idb","80","0x1","","5","0x50","0x50","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","81","0x1","","5","0x51","0x51","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","82","0x1","","5","0x52","0x52","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","83","0x1","","5","0x53","0x53","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","84","0x1","","5","0x54","0x54","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","85","0x1","","5","0x55","0x55","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","86","0x1","","5","0x56","0x56","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","87","0x1","","5","0x57","0x57","0x2b","0x0","0","0","0","0","0"
"gallery_item.idb","88","0x1","","5","0x58","0x58","0x2b","0x0","0","0","0","0","0"
"gallery_item.idb","89","0x1","","5","0x59","0x59","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","90","0x1","","5","0x5a","0x5a","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","91","0x1","","5","0x5b","0x5b","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","92","0x1","","5","0x5c","0x5c","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","93","0x1","","5","0x5d","0x5d","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","94","0x1","","5","0x5e","0x5e","0x2a","0x0","0","0","0","0","0"
"gallery_item.idb","95","0x1","","5","0x5f","0x5f","0x2b","0x0","0","0","0","300","300"
"gallery_item.idb","96","0x1","","5","0x60","0x60","0x2b","0x0","0","0","0","300","300"
"gallery_item.idb","97","0x1","","5","0x61","0x61","0x2b","0x0","0","0","0","300","300"
"gallery_item.idb","98","0x1","","5","0x62","0x62","0x2b","0x0","0","0","0","300","300"
